id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_m2,level,dormitory_type,year,day,week
3705900238,2014-08-28,439995.0,3,1.75,1570,8400,1.0,0,0,4,7,1570,0,1959,0,98133,47.76,-122.34,1860,8639,52.38035714285714,1,house,2014,2014-08-28,2014-08-28
3876200070,2015-05-08,460000.0,3,3.0,1520,7500,1.0,0,0,3,7,1180,340,1967,0,98034,47.7276,-122.181,2080,8000,61.333333333333336,2,house,2015,2015-05-08,2015-05-08
4388000140,2014-07-29,194000.0,3,1.0,1070,6440,1.0,0,0,4,7,1070,0,1971,0,98023,47.3186,-122.373,1190,6532,30.124223602484474,0,house,2014,2014-07-29,2014-07-29
3523029041,2014-10-09,290000.0,2,0.75,440,8313,1.0,1,3,4,5,440,0,1943,0,98070,47.4339,-122.512,880,26289,34.8851196920486,0,apartament,2014,2014-10-09,2014-10-09
3110800260,2014-07-15,274700.0,4,2.0,2440,9600,1.0,0,0,5,7,1220,1220,1963,0,98031,47.4142,-122.179,1370,9600,28.614583333333332,0,house,2014,2014-07-15,2014-07-15
3131201290,2015-03-17,900000.0,4,2.5,2660,3672,2.0,0,0,5,8,1800,860,1910,0,98105,47.6609,-122.324,1510,3825,245.09803921568627,3,house,2015,2015-03-17,2015-03-17
1117200390,2014-05-07,1150000.0,4,4.0,4460,103382,2.0,0,0,3,11,4460,0,2001,0,98053,47.634,-121.997,3470,88519,11.123793310247432,3,house,2014,2014-05-07,2014-05-07
8956000350,2014-09-03,605000.0,3,2.5,2010,3667,2.0,0,0,3,9,2010,0,2008,0,98027,47.545,-122.015,2350,3600,164.9850013635124,2,house,2014,2014-09-03,2014-09-03
7853210140,2015-03-09,359000.0,3,2.5,1450,3850,2.0,0,0,3,7,1450,0,2004,0,98065,47.5318,-121.85,1970,3748,93.24675324675324,1,house,2015,2015-03-09,2015-03-09
3250500140,2014-10-08,850000.0,3,1.75,1400,9900,1.0,0,0,3,7,1400,0,1951,0,98004,47.6272,-122.209,1810,10796,85.85858585858585,3,house,2014,2014-10-08,2014-10-08
2767601375,2014-08-21,505000.0,3,2.0,1500,2500,2.0,0,0,3,8,1500,0,2002,0,98107,47.6748,-122.385,1550,5000,202.0,2,house,2014,2014-08-21,2014-08-21
9465910320,2014-07-09,565000.0,3,2.5,2500,7394,2.0,0,0,3,9,2500,0,1990,0,98072,47.7441,-122.173,2790,7642,76.41330808763863,2,house,2014,2014-07-09,2014-07-09
3334000055,2015-04-29,585000.0,2,1.75,1280,7110,1.0,0,0,4,7,1000,280,1955,0,98118,47.5569,-122.273,1550,6835,82.27848101265823,2,apartament,2015,2015-04-29,2015-04-29
7893800335,2015-04-30,328000.0,4,3.25,3380,7500,2.0,0,3,3,7,2420,960,1990,0,98198,47.4092,-122.33,1920,7500,43.733333333333334,1,house,2015,2015-04-30,2015-04-30
3586500700,2014-07-09,749950.0,4,2.75,2910,18700,1.0,0,0,3,9,2210,700,1957,1995,98177,47.7557,-122.368,2420,26140,40.10427807486631,3,house,2014,2014-07-09,2014-07-09
3630180400,2014-06-26,826000.0,4,2.5,3060,7140,2.0,0,0,3,9,3060,0,2006,0,98027,47.5393,-121.998,3240,6218,115.68627450980392,3,house,2014,2014-06-26,2014-06-26
3210950510,2014-09-04,535000.0,3,1.0,1330,40259,1.0,0,0,4,7,1330,0,1977,0,98024,47.552,-121.89,1710,34787,13.288954022702999,2,house,2014,2014-09-04,2014-09-04
1224069074,2014-08-06,925000.0,4,2.5,3300,101930,2.0,0,0,4,10,3300,0,1991,0,98029,47.576,-121.976,2880,213879,9.074855292848033,3,house,2014,2014-08-06,2014-08-06
7625700935,2014-06-05,875000.0,3,3.5,3250,6000,2.0,0,0,3,10,2500,750,2001,0,98136,47.5533,-122.391,1650,6000,145.83333333333334,3,house,2014,2014-06-05,2014-06-05
7856610200,2014-05-23,902000.0,4,2.25,2530,9200,1.0,0,0,5,9,1570,960,1976,0,98006,47.5612,-122.152,3030,9400,98.04347826086956,3,house,2014,2014-05-23,2014-05-23
7287100135,2014-10-01,423000.0,3,1.0,1830,13900,1.0,0,0,3,7,1830,0,1951,0,98133,47.7654,-122.352,1840,10667,30.431654676258994,1,house,2014,2014-10-01,2014-10-01
1023059324,2014-06-23,235000.0,3,1.0,1170,11100,1.0,0,0,4,6,1170,0,1968,0,98059,47.4954,-122.164,2080,8481,21.17117117117117,0,house,2014,2014-06-23,2014-06-23
6398000171,2014-07-10,545000.0,2,2.0,2930,14057,1.0,0,2,4,8,1680,1250,1980,0,98070,47.4025,-122.463,2234,61011,38.77071921462616,2,apartament,2014,2014-07-10,2014-07-10
6149700350,2014-10-16,343000.0,2,1.0,1230,7560,1.0,0,0,3,7,1230,0,1961,0,98133,47.7298,-122.34,1270,7560,45.370370370370374,1,apartament,2014,2014-10-16,2014-10-16
9558020890,2015-03-24,334950.0,3,2.5,1620,2930,2.0,0,0,3,8,1620,0,2002,0,98058,47.4491,-122.12,1900,2943,114.31740614334471,1,house,2015,2015-03-24,2015-03-24
2624049185,2014-09-09,405000.0,3,1.75,1760,5355,1.0,0,0,3,7,1160,600,1956,0,98118,47.5368,-122.267,1790,6225,75.63025210084034,1,house,2014,2014-09-09,2014-09-09
236400260,2014-12-15,220000.0,4,1.0,1440,8250,1.0,0,0,3,7,1440,0,1959,0,98188,47.4325,-122.291,1440,8466,26.666666666666668,0,house,2014,2014-12-15,2014-12-15
3826000560,2014-10-02,173000.0,2,1.0,1740,8100,1.0,0,0,3,6,1050,690,1947,0,98168,47.4942,-122.304,960,8100,21.358024691358025,0,apartament,2014,2014-10-02,2014-10-02
7011201245,2014-11-07,655000.0,3,1.0,1270,3600,1.5,0,0,3,7,1270,0,1906,0,98119,47.6368,-122.37,1710,3600,181.94444444444446,3,house,2014,2014-11-07,2014-11-07
9222400510,2015-01-07,406000.0,2,1.0,880,3000,1.0,0,0,3,6,880,0,1924,0,98115,47.6749,-122.323,890,3000,135.33333333333334,1,apartament,2015,2015-01-07,2015-01-07
9455200570,2014-12-17,632000.0,6,2.5,2560,8320,1.0,0,0,3,7,1370,1190,1961,0,98125,47.7021,-122.287,2360,7800,75.96153846153847,2,house,2014,2014-12-17,2014-12-17
2112700030,2014-11-26,357000.0,5,2.75,1540,4000,1.0,0,0,3,7,1140,400,1990,0,98106,47.533,-122.354,1630,4000,89.25,1,house,2014,2014-11-26,2014-11-26
8658300260,2014-12-09,361000.0,3,1.75,1150,17585,1.0,0,0,3,7,1150,0,1964,0,98014,47.6503,-121.908,1200,7500,20.528859823713393,1,house,2014,2014-12-09,2014-12-09
3996900160,2014-07-08,277000.0,2,1.0,770,8149,1.0,0,0,3,6,770,0,1948,0,98155,47.7458,-122.298,1160,8149,33.99190084672966,0,apartament,2014,2014-07-08,2014-07-08
5561400340,2014-06-05,630000.0,4,3.75,4610,40202,1.0,0,0,4,10,2500,2110,1980,0,98027,47.4599,-122.0,3050,41056,15.670862146161882,2,house,2014,2014-06-05,2014-06-05
11900140,2014-05-09,254000.0,3,2.5,1850,4597,2.0,0,0,3,8,1850,0,2003,0,98042,47.3755,-122.136,2210,5000,55.253426147487495,0,house,2014,2014-05-09,2014-05-09
6071600340,2014-11-13,472800.0,3,2.25,1840,8400,1.0,0,0,3,8,1290,550,1961,0,98006,47.5497,-122.172,2110,8400,56.285714285714285,2,house,2014,2014-11-13,2014-11-13
1231000510,2014-09-22,263000.0,3,1.75,1490,3800,1.0,0,0,3,6,700,790,1913,0,98118,47.5554,-122.27,2180,4000,69.21052631578948,0,house,2014,2014-09-22,2014-09-22
1231000510,2015-05-04,510000.0,3,1.75,1490,3800,1.0,0,0,3,6,700,790,1913,0,98118,47.5554,-122.27,2180,4000,134.21052631578948,2,house,2015,2015-05-04,2015-05-04
7683800192,2014-11-07,179950.0,3,1.0,960,10125,1.0,0,0,4,7,960,0,1952,0,98003,47.3335,-122.305,1250,9769,17.77283950617284,0,house,2014,2014-11-07,2014-11-07
4123400340,2014-12-03,525000.0,4,2.25,1580,7307,1.0,0,0,3,8,1160,420,1973,0,98027,47.569,-122.086,2020,7458,71.84891200218968,2,house,2014,2014-12-03,2014-12-03
5458300685,2014-05-20,479000.0,3,2.5,1260,889,3.0,0,0,3,8,1260,0,2008,0,98109,47.6277,-122.345,1340,1324,538.8076490438696,2,house,2014,2014-05-20,2014-05-20
194000505,2014-09-04,651000.0,3,2.0,1940,6440,1.0,0,2,5,7,970,970,1940,0,98116,47.5664,-122.389,1730,4640,101.08695652173913,3,house,2014,2014-09-04,2014-09-04
3885804305,2014-09-11,949000.0,4,1.75,2490,7834,1.0,0,3,4,8,1240,1250,1958,0,98033,47.6851,-122.209,3210,7834,121.13862649987234,3,house,2014,2014-09-11,2014-09-11
3971700560,2015-04-21,392400.0,5,2.5,2520,27951,1.5,0,0,3,7,1890,630,1942,1970,98155,47.7733,-122.318,1830,14373,14.038853708275196,1,house,2015,2015-04-21,2015-04-21
8585400135,2014-11-05,585000.0,4,1.75,1760,5356,1.0,0,0,4,7,920,840,1950,0,98115,47.679,-122.288,1680,5184,109.22330097087378,2,house,2014,2014-11-05,2014-11-05
8691500990,2014-12-12,460000.0,4,2.5,4190,7504,2.0,0,0,3,7,4190,0,2004,0,98058,47.4394,-122.114,2480,6727,61.30063965884862,2,house,2014,2014-12-12,2014-12-12
2770606685,2014-08-13,470000.0,3,1.0,1170,4400,1.0,0,0,3,7,870,300,1951,0,98199,47.6584,-122.391,1240,4400,106.81818181818181,2,house,2014,2014-08-13,2014-08-13
8856971000,2015-04-06,245000.0,3,2.5,1600,4271,2.0,0,0,3,7,1600,0,2003,0,98038,47.386,-122.036,1520,3225,57.36361507843596,0,house,2015,2015-04-06,2015-04-06
1026049082,2014-11-25,500000.0,4,2.0,2760,27631,2.0,0,0,4,8,1800,960,1978,0,98155,47.7484,-122.291,2490,13158,18.095617241504108,2,house,2014,2014-11-25,2014-11-25
2095800400,2014-11-13,455000.0,3,2.5,2090,8653,2.0,0,0,3,8,2090,0,1989,0,98011,47.7498,-122.184,2090,6396,52.582919218768055,2,house,2014,2014-11-13,2014-11-13
7852030240,2015-04-08,485500.0,4,2.5,2320,3974,2.0,0,0,3,7,2320,0,1999,0,98065,47.532,-121.88,2620,4539,122.16909914443885,2,house,2015,2015-04-08,2015-04-08
6321000045,2014-12-22,1875000.0,5,3.25,4110,7920,2.0,0,3,3,9,3150,960,1921,0,98122,47.617,-122.282,3890,7800,236.74242424242425,3,house,2014,2014-12-22,2014-12-22
3751600030,2014-07-17,100000.0,2,1.0,770,17334,1.0,0,0,3,7,770,0,1978,0,98001,47.2997,-122.269,1480,17334,5.769008884273682,0,apartament,2014,2014-07-17,2014-07-17
4046500510,2014-09-05,307000.0,3,1.75,1410,16105,1.0,0,0,3,7,1410,0,1982,0,98014,47.6927,-121.913,1550,18615,19.062402980440858,0,house,2014,2014-09-05,2014-09-05
8029520240,2014-10-10,475000.0,4,3.5,3660,14401,2.0,0,0,3,10,2660,1000,1994,0,98023,47.3076,-122.396,2780,10653,32.98382056801611,2,house,2014,2014-10-10,2014-10-10
7016310030,2015-02-19,330000.0,4,2.5,2180,7210,1.0,0,0,3,7,1190,990,1972,0,98011,47.7419,-122.181,2070,7210,45.769764216366156,1,house,2015,2015-02-19,2015-02-19
1238500451,2015-02-09,130000.0,3,1.0,1110,7520,1.0,0,0,4,7,1110,0,1960,0,98033,47.683,-122.176,1440,8400,17.28723404255319,0,house,2015,2015-02-09,2015-02-09
4401150070,2014-06-23,320000.0,3,2.5,2280,7417,2.0,0,0,3,8,2280,0,1998,0,98001,47.3557,-122.278,2370,6443,43.14412835378185,0,house,2014,2014-06-23,2014-06-23
3331000070,2014-06-06,735000.0,4,2.5,2820,6180,2.0,0,0,3,9,2050,770,2013,0,98118,47.5529,-122.281,1390,4635,118.93203883495146,3,house,2014,2014-06-06,2014-06-06
2636900126,2015-03-12,365000.0,4,2.5,1570,9600,1.0,0,0,3,7,800,770,1972,0,98155,47.7757,-122.303,1340,9110,38.020833333333336,1,house,2015,2015-03-12,2015-03-12
1842900030,2015-04-16,234000.0,3,1.5,1200,11935,1.0,0,0,4,7,1200,0,1968,0,98042,47.3434,-122.082,1350,11935,19.606200251361543,0,house,2015,2015-04-16,2015-04-16
1761300310,2014-08-27,211000.0,4,2.0,1710,8288,1.5,0,0,3,7,1710,0,1970,0,98031,47.3947,-122.174,1710,7200,25.45849420849421,0,house,2014,2014-08-27,2014-08-27
5249800729,2015-03-30,680000.0,6,3.5,3000,6320,2.0,0,2,3,8,2400,600,1969,0,98118,47.562,-122.279,1720,6360,107.59493670886076,3,house,2015,2015-03-30,2015-03-30
5104511600,2014-11-12,457000.0,4,3.0,2800,7845,2.0,0,0,3,8,2800,0,2002,0,98038,47.3544,-122.013,2800,6977,58.25366475462078,2,house,2014,2014-11-12,2014-11-12
8663370060,2014-10-09,349000.0,3,2.25,1640,7261,2.0,0,0,3,7,1640,0,1989,0,98034,47.7192,-122.176,1640,6789,48.06500482027269,1,house,2014,2014-10-09,2014-10-09
613400030,2014-10-24,360000.0,3,2.75,2030,6840,1.0,0,0,3,7,1210,820,1979,0,98108,47.5413,-122.299,1910,6365,52.63157894736842,1,house,2014,2014-10-24,2014-10-24
6004510240,2015-04-14,350000.0,4,2.5,2530,10155,2.0,0,0,3,8,2530,0,1998,0,98042,47.351,-122.146,2330,7205,34.465780403742,1,house,2015,2015-04-14,2015-04-14
1450100070,2015-04-30,208000.0,3,1.0,990,7420,1.0,0,0,5,6,990,0,1960,0,98002,47.2898,-122.221,1010,7420,28.032345013477087,0,house,2015,2015-04-30,2015-04-30
6117501820,2014-06-18,250275.0,2,1.0,790,11234,1.0,0,0,4,6,790,0,1942,0,98166,47.4413,-122.349,1930,11871,22.278351433149368,0,apartament,2014,2014-06-18,2014-06-18
6117501820,2015-04-28,435000.0,2,1.0,790,11234,1.0,0,0,4,6,790,0,1942,0,98166,47.4413,-122.349,1930,11871,38.72173758233933,1,apartament,2015,2015-04-28,2015-04-28
5420300240,2014-12-05,270000.0,3,1.75,1800,7763,1.0,0,0,3,6,1470,330,1984,0,98030,47.3766,-122.184,1440,7483,34.780368414272836,0,house,2014,2014-12-05,2014-12-05
4140900140,2014-05-27,438000.0,3,1.75,1650,12940,1.0,0,0,4,7,1650,0,1961,0,98028,47.7629,-122.268,2830,12600,33.84853168469861,1,house,2014,2014-05-27,2014-05-27
1630700135,2014-11-19,659000.0,4,2.0,1980,23625,2.0,0,0,3,8,1980,0,1938,1984,98072,47.7553,-122.092,2300,24640,27.894179894179896,3,house,2014,2014-11-19,2014-11-19
5166700055,2015-05-04,645000.0,4,2.75,2340,6350,1.0,0,0,4,7,1310,1030,1974,0,98126,47.5559,-122.379,2020,6350,101.5748031496063,2,house,2015,2015-05-04,2015-05-04
3224600310,2014-10-30,685100.0,4,2.5,2790,5423,2.0,0,0,3,9,2790,0,1999,0,98074,47.6085,-122.017,2450,6453,126.33228840125392,3,house,2014,2014-10-30,2014-10-30
7227802030,2014-06-23,350000.0,7,3.0,2800,9569,1.0,0,2,3,7,1400,1400,1963,0,98056,47.5102,-122.183,2150,7333,36.5764447695684,1,house,2014,2014-06-23,2014-06-23
226059078,2015-02-27,375000.0,2,1.0,1840,81892,1.0,0,0,3,6,1840,0,1955,0,98072,47.7694,-122.124,2550,40089,4.579201875641088,1,apartament,2015,2015-02-27,2015-02-27
1796100140,2014-07-15,170000.0,3,1.5,1350,81549,1.0,0,0,2,7,1350,0,1966,0,98092,47.3099,-122.09,2220,93825,2.0846362309776945,0,house,2014,2014-07-15,2014-07-15
5309100140,2014-06-24,880000.0,4,2.5,3030,3841,3.0,0,0,3,9,3030,0,2005,0,98117,47.6781,-122.369,1080,4922,229.1070033845353,3,house,2014,2014-06-24,2014-06-24
8658300510,2015-04-19,410500.0,4,2.5,1980,5000,2.0,0,0,3,8,1980,0,2008,0,98014,47.6492,-121.908,1400,8500,82.1,1,house,2015,2015-04-19,2015-04-19
8691300060,2014-10-23,780000.0,4,2.5,3690,13609,2.0,0,2,3,10,3690,0,1996,0,98075,47.5872,-121.972,3600,13609,57.315012124329485,3,house,2014,2014-10-23,2014-10-23
9103000393,2014-09-10,1225000.0,5,4.5,3732,4426,2.5,0,0,3,10,2932,800,2001,0,98112,47.6189,-122.288,2950,4000,276.77361048350656,3,house,2014,2014-09-10,2014-09-10
8682281170,2014-11-13,449000.0,2,1.75,1510,6852,1.0,0,0,3,8,1510,0,2005,0,98053,47.7073,-122.012,1510,5912,65.52831290134267,1,apartament,2014,2014-11-13,2014-11-13
472000055,2014-05-14,546000.0,3,1.75,2000,5000,1.0,0,0,4,7,1110,890,1921,0,98117,47.6859,-122.399,1750,5000,109.2,2,house,2014,2014-05-14,2014-05-14
2473400570,2014-05-16,317000.0,3,2.0,1760,11410,1.0,0,0,5,7,1060,700,1977,0,98058,47.4528,-122.163,1680,9165,27.78264680105171,0,house,2014,2014-05-16,2014-05-16
3449500135,2014-06-25,276900.0,3,1.0,1270,7566,1.0,0,0,4,7,1270,0,1958,0,98056,47.5074,-122.175,1780,7520,36.597938144329895,0,house,2014,2014-06-25,2014-06-25
1926049355,2014-10-28,399000.0,5,2.0,2620,7030,1.0,0,0,3,8,1420,1200,1965,0,98133,47.7338,-122.352,1360,7964,56.75675675675676,1,house,2014,2014-10-28,2014-10-28
8650000070,2014-08-08,495000.0,5,2.75,2630,10165,1.0,0,0,4,8,1690,940,1976,0,98027,47.5196,-122.049,2440,10165,48.69650762420069,2,house,2014,2014-08-08,2014-08-08
8732131200,2014-08-08,258000.0,3,1.75,2270,9000,1.0,0,0,4,8,1330,940,1978,0,98023,47.3077,-122.381,2090,8400,28.666666666666668,0,house,2014,2014-08-08,2014-08-08
1624079051,2014-07-10,600000.0,2,2.5,2410,102366,1.0,0,0,4,7,1940,470,1912,1989,98024,47.5629,-121.918,2460,310582,5.861321141785359,2,apartament,2014,2014-07-10,2014-07-10
993001629,2014-11-17,265000.0,3,2.75,1120,881,3.0,0,0,3,8,1120,0,1999,0,98103,47.6914,-122.343,1120,1087,300.794551645857,0,house,2014,2014-11-17,2014-11-17
3832711040,2015-04-24,321000.0,5,2.75,3030,7000,1.0,0,0,4,7,1540,1490,1978,0,98032,47.3661,-122.28,1790,7330,45.857142857142854,0,house,2015,2015-04-24,2015-04-24
5244801230,2014-08-29,682000.0,5,2.25,2120,4000,1.5,0,0,4,7,1720,400,1910,0,98109,47.644,-122.353,1960,4000,170.5,3,house,2014,2014-08-29,2014-08-29
2798600240,2014-11-14,295700.0,4,2.5,1720,5805,2.0,0,0,3,8,1720,0,2000,0,98092,47.3286,-122.208,2360,7700,50.938845822566755,0,house,2014,2014-11-14,2014-11-14
5701800030,2014-05-06,609000.0,4,2.5,2150,37981,2.0,0,0,3,9,2150,0,1985,0,98052,47.7227,-122.098,2450,37981,16.03433295595166,2,house,2014,2014-05-06,2014-05-06
7636800041,2014-06-25,995000.0,3,4.5,4380,47044,2.0,1,3,3,9,3720,660,1968,1990,98166,47.4734,-122.365,2460,18512,21.15041237989967,3,house,2014,2014-06-25,2014-06-25
3904901200,2014-08-18,530000.0,3,2.25,2010,11817,2.0,0,0,4,8,2010,0,1986,0,98029,47.5665,-122.023,2190,10168,44.85063891004485,2,house,2014,2014-08-18,2014-08-18
4109600055,2014-12-29,614000.0,5,2.5,3150,5150,2.0,0,0,5,8,1870,1280,1907,2004,98118,47.5506,-122.269,1550,5150,119.22330097087378,2,house,2014,2014-12-29,2014-12-29
3339400349,2014-11-24,390000.0,3,2.5,2500,21780,1.0,0,0,3,8,1770,730,1986,0,98092,47.3282,-122.198,2670,23400,17.90633608815427,1,house,2014,2014-11-24,2014-11-24
7202340370,2014-11-10,467000.0,3,2.5,1690,6642,2.0,0,0,3,7,1690,0,2004,0,98053,47.6793,-122.033,2120,5080,70.3101475459199,2,house,2014,2014-11-10,2014-11-10
9477500060,2014-08-13,484000.0,6,2.5,3300,13501,1.0,0,0,3,8,2060,1240,1980,0,98059,47.5116,-122.163,2060,8745,35.84919635582549,2,house,2014,2014-08-13,2014-08-13
4310701600,2014-11-13,340000.0,3,2.5,1240,1115,3.0,0,0,3,8,1240,0,2003,0,98103,47.6985,-122.34,1410,1355,304.93273542600895,1,house,2014,2014-11-13,2014-11-13
2215450060,2014-12-23,302495.0,3,2.5,2200,7201,2.0,0,0,3,8,2200,0,1994,0,98030,47.3821,-122.207,2250,7240,42.007360088876545,0,house,2014,2014-12-23,2014-12-23
2919702075,2014-09-25,532500.0,3,1.75,1620,3360,1.0,0,0,5,7,980,640,1927,0,98117,47.6886,-122.361,1400,3840,158.48214285714286,2,house,2014,2014-09-25,2014-09-25
8079030350,2014-09-10,441500.0,3,2.5,2420,9592,2.0,0,0,3,8,1780,640,1993,0,98059,47.5093,-122.153,2420,9145,46.027939949958295,1,house,2014,2014-09-10,2014-09-10
7893804340,2014-07-24,470000.0,4,2.5,2680,8062,1.0,0,3,4,7,1530,1150,1967,0,98198,47.4132,-122.328,1920,8600,58.29818903497891,2,house,2014,2014-07-24,2014-07-24
4389200765,2014-06-25,2300000.0,4,3.25,4250,8570,2.0,0,0,3,9,4250,0,2004,0,98004,47.6154,-122.21,2830,12821,268.37806301050176,3,house,2014,2014-06-25,2014-06-25
1822069116,2014-12-17,590000.0,3,2.5,2400,99752,1.0,0,0,3,9,2400,0,1996,0,98058,47.3917,-122.084,2800,98010,5.9146683775763895,2,house,2014,2014-12-17,2014-12-17
7276100282,2014-07-29,320000.0,3,1.75,2300,12000,1.0,0,0,3,8,1770,530,1942,0,98133,47.7599,-122.343,2030,6000,26.666666666666668,0,house,2014,2014-07-29,2014-07-29
567000392,2014-11-03,363000.0,2,2.0,920,1201,2.0,0,0,3,8,800,120,2009,0,98144,47.5926,-122.295,1150,1161,302.248126561199,1,apartament,2014,2014-11-03,2014-11-03
5729200030,2014-07-07,747500.0,4,2.25,2350,18600,2.0,0,0,4,9,2350,0,1977,0,98028,47.7473,-122.257,2880,14400,40.18817204301075,3,house,2014,2014-07-07,2014-07-07
8682220390,2014-07-23,750000.0,2,2.5,2630,7957,2.0,0,0,3,8,2630,0,2003,0,98053,47.7106,-122.023,2305,7220,94.25662938293327,3,apartament,2014,2014-07-23,2014-07-23
9828700200,2014-05-05,831000.0,4,3.0,2170,4000,2.0,0,0,4,9,1610,560,1982,2011,98112,47.6196,-122.292,1670,4000,207.75,3,house,2014,2014-05-05,2014-05-05
7852180560,2015-04-24,403000.0,3,2.5,1700,4125,2.0,0,0,3,7,1700,0,2004,0,98065,47.5305,-121.854,1970,4105,97.6969696969697,1,house,2015,2015-04-24,2015-04-24
3655400060,2014-08-08,445000.0,3,2.5,2470,4565,2.0,0,0,3,7,2470,0,2005,0,98056,47.514,-122.189,2470,5064,97.48083242059145,1,house,2014,2014-08-08,2014-08-08
7955030060,2015-03-26,345000.0,3,1.0,1250,17380,1.0,0,0,4,7,1250,0,1970,0,98072,47.7502,-122.108,1410,18200,19.850402761795166,1,house,2015,2015-03-26,2015-03-26
8964800445,2015-02-09,2260000.0,3,3.5,3110,14872,1.0,0,0,3,10,3110,0,2003,0,98004,47.6178,-122.209,3110,12433,151.96342119419043,3,house,2015,2015-02-09,2015-02-09
6204410200,2014-06-16,371025.0,3,2.0,1530,8925,1.0,0,0,3,7,1530,0,1977,0,98011,47.736,-122.199,2040,8856,41.57142857142857,1,house,2014,2014-06-16,2014-06-16
7625702400,2014-07-30,355000.0,2,1.0,960,6250,1.0,0,0,3,6,960,0,1916,0,98136,47.5491,-122.386,1350,6250,56.8,1,apartament,2014,2014-07-30,2014-07-30
5113200310,2014-09-09,270000.0,3,1.0,1240,14110,1.0,0,0,4,7,1240,0,1972,0,98058,47.4579,-122.09,2060,19350,19.13536498936924,0,house,2014,2014-09-09,2014-09-09
7893802800,2014-06-05,425000.0,4,2.75,2440,15349,2.0,0,1,4,7,2440,0,1957,0,98198,47.4117,-122.333,2280,9250,27.68910026711838,1,house,2014,2014-06-05,2014-06-05
2473003210,2015-03-13,364808.0,3,1.75,2320,7875,1.0,0,0,3,8,1620,700,1967,0,98058,47.4524,-122.146,1990,9720,46.324825396825396,1,house,2015,2015-03-13,2015-03-13
1402600570,2015-01-13,320000.0,3,2.25,1580,6561,1.0,0,0,3,8,1200,380,1981,0,98058,47.4394,-122.14,1710,7241,48.773052888279224,0,house,2015,2015-01-13,2015-01-13
8944460030,2014-10-14,325000.0,4,2.5,2963,5797,2.0,0,0,3,9,2963,0,2006,0,98030,47.3831,-122.185,2665,6119,56.06348111091944,1,house,2014,2014-10-14,2014-10-14
2473480560,2014-09-04,350000.0,3,2.25,2470,10290,2.0,0,0,3,8,2230,240,1984,0,98058,47.4459,-122.124,1970,10150,34.01360544217687,1,house,2014,2014-09-04,2014-09-04
3365900465,2015-02-19,170000.0,3,1.5,1370,10176,1.0,0,0,3,6,1370,0,1947,0,98168,47.4738,-122.263,1650,10176,16.705974842767297,0,house,2015,2015-02-19,2015-02-19
5341600030,2014-05-09,255000.0,2,1.0,960,28717,1.0,0,0,4,6,960,0,1984,0,98070,47.3356,-122.502,1860,28717,8.879757634850437,0,apartament,2014,2014-05-09,2014-05-09
6073500160,2014-12-10,550000.0,3,1.0,1130,7500,1.0,0,0,3,7,880,250,1947,0,98117,47.6973,-122.389,2190,5250,73.33333333333333,2,house,2014,2014-12-10,2014-12-10
2025760160,2014-07-03,835000.0,4,4.25,4930,25714,2.0,0,0,3,12,4930,0,2005,0,98092,47.3069,-122.148,3620,23035,32.47258302870032,3,house,2014,2014-07-03,2014-07-03
9393700140,2015-03-10,420000.0,3,1.0,1150,5120,1.0,0,0,4,6,800,350,1946,0,98116,47.5588,-122.392,1220,5120,82.03125,1,house,2015,2015-03-10,2015-03-10
5458800125,2014-05-14,925000.0,4,2.5,2190,7350,2.5,0,0,5,8,2190,0,1958,0,98040,47.5786,-122.236,1880,7350,125.85034013605443,3,house,2014,2014-05-14,2014-05-14
2492200435,2014-06-06,389250.0,2,1.5,1490,4080,1.0,0,0,3,7,930,560,1956,0,98126,47.5344,-122.381,1320,4080,95.40441176470588,1,apartament,2014,2014-06-06,2014-06-06
3759500046,2015-05-01,748000.0,3,2.5,2600,10183,1.0,0,0,3,8,1300,1300,2004,0,98033,47.6984,-122.201,1860,10401,73.45575959933223,3,house,2015,2015-05-01,2015-05-01
8648220260,2015-03-24,284000.0,3,1.75,1530,9600,1.0,0,0,3,7,1200,330,1988,0,98042,47.3594,-122.076,1680,9680,29.583333333333332,0,house,2015,2015-03-24,2015-03-24
6392001670,2014-06-11,588000.0,4,2.0,1680,5000,1.0,0,0,3,7,980,700,1950,0,98115,47.6858,-122.286,1680,6000,117.6,2,house,2014,2014-06-11,2014-06-11
2026049155,2015-03-20,372500.0,3,1.75,1680,8648,1.0,0,0,4,7,1680,0,1963,0,98133,47.7338,-122.332,1290,8147,43.07354301572618,1,house,2015,2015-03-20,2015-03-20
2329800240,2015-02-18,285000.0,4,3.0,1900,7194,2.0,0,0,4,7,1900,0,1988,0,98042,47.3768,-122.117,1690,7194,39.616346955796494,0,house,2015,2015-02-18,2015-02-18
3380900125,2014-05-27,360000.0,3,1.0,1570,9467,1.0,0,0,3,7,1570,0,1954,0,98177,47.7683,-122.359,1570,9100,38.02683004119573,1,house,2014,2014-05-27,2014-05-27
1324079041,2014-11-18,275000.0,3,1.0,1370,17859,1.0,0,0,4,7,1150,220,1930,0,98024,47.5617,-121.859,1460,47044,15.398398566549078,0,house,2014,2014-11-18,2014-11-18
